valor_gasto,edad,salario,edad_salario
91241.52277977238,43,1997433,85889619
346760.0,61,3150000,192150000
519611.0,33,1500000,49500000
1594938.0,33,2430000,80190000
811357.0,32,2700000,86400000
370192.7547169811,61,2800000,170800000
313472.0,31,1600000,49600000
736372.0,53,1500000,79500000
654205.4054054054,23,2000000,46000000
384616.5816993464,55,2525000,138875000
973492.0,36,1500000,54000000
795200.0,34,1500000,51000000
825118.0000000001,50,1500000,75000000
774703.0574965203,32,1800000,57600000
561340.0,23,1500000,34500000
731776.0,27,1800000,48600000
749341.0,47,3900000,183300000
119789.2105263158,52,3000000,156000000
305136.0,52,5000000,260000000
724056.3636363636,59,3700000,218300000
389200.0,29,1500000,43500000
140661.8947368421,34,1600000,54400000
110767.77777777775,22,1500000,33000000
330853.99545375066,49,1500000,73500000
331435.2,37,1450000,53650000
1010632.0,61,1500000,91500000
29820.000000000004,53,5400000,286200000
479807.95971838,27,2200000,59400000
579548.0,53,2400000,127200000
811058.0,44,3800000,167200000
1961460.0,56,3000000,168000000
277528.7272727273,49,4000000,196000000
1123634.0,34,2300000,78200000
375282.00000000006,44,3000000,132000000
202200.0,27,1600000,43200000
562188.9830508474,26,2500000,65000000
293666.0,27,1800000,48600000
1035014.0,36,1500000,54000000
200912.2962962963,40,1700000,68000000
284316.02127659577,48,2100000,100800000
1006560.0,38,1900000,72200000
693582.0,29,2300000,66700000
250424.08874801898,41,4000000,164000000
575703.75,24,3000000,72000000
429284.0,34,1600000,54400000
702735.0,30,1800000,54000000
637412.7408906883,29,2692000,78068000
422636.9491525424,37,2700000,99900000
351484.0,37,1900000,70300000
657994.0,42,1600000,67200000
525938.0,64,2800000,179200000
951383.0,28,1700000,47600000
701988.0,28,1600000,44800000
481080.00000000006,63,2800000,176400000
447260.0,55,3000000,165000000
189000.0,29,1800000,52200000
344642.0,36,1500000,54000000
446512.9746835443,56,3250000,182000000
333861.96969696967,33,1700000,56100000
561746.0,39,2000000,78000000
289515.2857142857,45,3300000,148500000
1103074.0909090908,36,1500000,54000000
601860.0,42,5000000,210000000
386277.9130434783,53,2400000,127200000
676015.3448275862,59,7000000,413000000
617006.744976816,31,2576000,79856000
574048.1632653062,33,1500000,49500000
884197.8,31,3000000,93000000
231534.6153846154,37,2500000,92500000
1031356.5789473684,54,3000000,162000000
485684.0,22,1500000,33000000
361778.0,52,1900000,98800000
288743.41463414626,49,4000000,196000000
605946.0,32,1500000,48000000
648856.0,39,4500000,175500000
773721.0496547496,53,2000000,106000000
769513.59375,46,5500000,253000000
539860.0,38,2000000,76000000
1078100.0,39,1500000,58500000
820630.1870768126,36,3006200,108223200
838706.0,62,2800000,173600000
616704.0,46,2475000,113850000
220200.0,50,1800000,90000000
395569.79166666657,40,2500000,100000000
1052905.945945946,33,2800000,92400000
421250.0,37,4000000,148000000
179974.0,48,1500000,72000000
472502.0,52,2000000,104000000
963640.0,33,1500000,49500000
1379431.0,65,2000000,130000000
273064.0,51,2300000,117300000
458518.1270772239,27,1516000,40932000
1375010.0,32,2986000,95552000
1136080.0,41,2128520,87269320
247121.35384615386,27,2400000,64800000
446937.188434696,30,1500000,45000000
166064.0,30,2000000,60000000
1505414.0,39,2500000,97500000
856780.6595744679,56,2700000,151200000
668674.2857142857,56,4400000,246400000
150362.0,56,1700000,95200000
897496.0000000001,36,2200000,79200000
395598.59154929576,35,2000000,70000000
525163.9655172414,37,1500000,55500000
403384.0,28,3000000,84000000
771854.0,60,1900000,114000000
524963.2622601279,51,2890000,147390000
314012.9032258065,31,1500000,46500000
704299.0,41,2000000,82000000
1148647.0,36,1600000,57600000
558620.0,48,1660000,79680000
49220.0,67,3500000,234500000
806310.0,28,1800000,50400000
907295.5636363636,48,1700000,81600000
747660.0,25,1600000,40000000
231714.722513089,48,3120000,149760000
85500.0,38,2000000,76000000
763979.0,41,2500000,102500000
246038.0,59,1450000,85550000
400000.0,30,2400000,72000000
289376.0,50,1800000,90000000
778064.0,40,4000000,160000000
523478.0,48,3849000,184752000
170005.98477929985,41,1685000,69085000
1626781.0,28,2400000,67200000
778168.0000000001,39,3000000,117000000
104797.0588235294,63,2500000,157500000
228980.0,32,1800000,57600000
234080.5555555556,23,1700000,39100000
667455.0,54,2500000,135000000
331931.7741935484,51,3700000,188700000
451062.0,30,2000000,60000000
1522792.0,37,3000000,111000000
344621.0294117647,37,3000000,111000000
526956.1700223713,40,1835000,73400000
438913.0434782609,38,2400000,91200000
574835.5384615384,45,1800000,81000000
570298.0,32,1640000,52480000
298740.0634920635,31,2300000,71300000
1058692.0,29,1600000,46400000
2153902.0,33,3800000,125400000
496151.3765025204,46,1800000,82800000
549720.0,34,2480000,84320000
325175.25925925927,50,2600000,130000000
620600.0,68,1800000,122400000
553356.4444444444,51,2000000,102000000
445880.0,33,4000000,132000000
814090.0,45,2800000,126000000
294245.0,42,1500000,63000000
297160.0,37,9871000,365227000
1082088.6048705045,36,2300000,82800000
228500.0,30,5000000,150000000
223346.2343799117,39,1900000,74100000
132400.0,35,2000000,70000000
217115.66972477068,27,2400000,64800000
443290.0,58,2000000,116000000
654734.9552238806,24,1700000,40800000
196919.8,44,4200000,184800000
179500.0,33,1500000,49500000
208808.24324324325,38,1700000,64600000
577500.0,33,2890000,95370000
523168.0,26,1537000,39962000
438863.33333333326,49,3000000,147000000
420344.0,51,3990000,203490000
803642.7272727273,53,1500000,79500000
404064.0,54,2500000,135000000
605388.397475954,25,2554600,63865000
126048.0,62,2300000,142600000
380260.0,33,1624000,53592000
128266.25,52,1500000,78000000
835822.0,39,1800000,70200000
438060.0,57,3080000,175560000
706772.0,38,1500000,57000000
145600.0,28,2000000,56000000
481273.56709177006,50,2400000,120000000
1712596.666666667,63,4000000,252000000
125940.0,55,4900000,269500000
436750.4571428572,52,2700000,140400000
528316.0,56,2800000,156800000
841388.0,48,1800000,86400000
154368.0,60,3000000,180000000
945525.6153846155,50,1700000,85000000
643272.0,44,2500000,110000000
339848.7272727273,60,1600000,96000000
315188.7931034483,31,1500000,46500000
356250.0,27,2100000,56700000
261776.8421052632,33,1600000,52800000
943591.0505836577,60,3000000,180000000
708724.0,27,1800000,48600000
111984.0,28,1600000,44800000
246408.8888888889,39,20000000,780000000
1160092.0,62,5000000,310000000
1115930.9,64,2100000,134400000
514312.43139221286,30,3000000,90000000
106100.8,32,1600000,51200000
344742.0,29,1670000,48430000
518288.0,45,2000000,90000000
0.0,53,3000000,159000000
1275285.0,47,2000000,94000000
488421.4285714285,55,2500000,137500000
415271.73913043475,28,1500000,42000000
558682.0,32,1500000,48000000
822497.0,63,1800000,113400000
294619.49439666397,31,2500000,77500000
529722.0,37,3500000,129500000
198908.0,26,3000000,78000000
780770.0000000001,42,2900000,121800000
495194.0,48,6000000,288000000
465357.63888888893,43,2500000,107500000
1081501.6225144921,37,3000000,111000000
697047.927631579,38,5500000,209000000
217716.0,41,1800000,73800000
674353.0,23,1510325,34737475
865265.4347826086,47,3500000,164500000
1213319.2,35,2000000,70000000
707856.3636363636,37,2500000,92500000
519974.00000000006,27,2000000,54000000
974576.0,39,1800000,70200000
166760.72482090179,27,1600000,43200000
1192505.0,61,1800000,109800000
629476.0,58,1800000,104400000
145322.12658227846,54,3200000,172800000
464326.0,40,2500000,100000000
736238.0,30,1700000,51000000
600000.0,26,1700000,44200000
468923.15131578955,28,3700000,103600000
727584.9881439966,36,2718000,97848000
926176.0,36,1960000,70560000
82818.0,42,2000000,84000000
1325970.0,29,7250000,210250000
457334.4,39,2400000,93600000
545230.0,35,14000000,490000000
246913.6796787196,29,2200000,63800000
760117.3043478259,37,1700000,62900000
1117880.0,58,1600000,92800000
347080.0,26,1500000,39000000
106212.3287671233,22,1500000,33000000
853455.9999999999,36,2500000,90000000
1222736.5714285714,30,6000000,180000000
1725945.9999999998,51,5000000,255000000
628802.0,47,1600000,75200000
980396.0,33,2066000,68178000
976291.0182648401,42,7900000,331800000
186541.0909090909,64,3300000,211200000
595224.0,46,2800000,128800000
185200.0,58,2650000,153700000
162317.00000000006,36,2500000,90000000
974226.0,42,3000000,126000000
1047904.0,51,3500000,178500000
1168576.0,48,1800000,86400000
319097.7777777778,50,1600000,80000000
575245.0,39,2000000,78000000
750010.0000000001,44,1500000,66000000
1281700.0,47,10000000,470000000
290720.86185438704,32,1650000,52800000
379785.3134328359,58,4200000,243600000
800000.0,42,3800000,159600000
932066.0,50,2000000,100000000
484395.52409225854,26,1500000,39000000
283242.75,59,3000000,177000000
506952.3214285714,51,1500000,76500000
479531.3385826772,50,4000000,200000000
1286261.3071727478,28,3800000,106400000
1674264.2682926832,60,4900000,294000000
907853.7142857143,50,2400000,120000000
1288764.0,59,3000000,177000000
184938.0,50,3000000,150000000
952616.0,37,1600000,59200000
471206.909090909,38,3500000,133000000
413539.13286713284,38,1860000,70680000
405431.2727272728,31,4000000,124000000
347873.125,60,3000000,180000000
1399293.0,42,2500000,105000000
214012.0,24,1800000,43200000
438453.0,34,1600000,54400000
669046.641509434,28,4800000,134400000
508600.0,36,3000000,108000000
1028958.9230769231,31,2400000,74400000
226895.69136470163,29,1600000,46400000
1014514.1644736843,39,2140000,83460000
872146.0,40,4200000,168000000
332370.0,26,1600000,41600000
458342.2755816471,28,4000000,112000000
166280.0,32,2500000,80000000
460170.0,24,2000000,48000000
588328.7999999999,41,1500000,61500000
450470.0,60,6900000,414000000
852677.0,35,1500000,52500000
118299.2,49,2000000,98000000
51613.65853658536,32,1600000,51200000
1781468.0000000002,47,3500000,164500000
1284743.0,52,2700000,140400000
208681.4736842105,47,2600000,122200000
1499656.0,32,3000000,96000000
1708870.0,23,3000000,69000000
209552.63529411764,46,1450000,66700000
306710.0,55,2700000,148500000
434582.5,34,1900000,64600000
222132.0,47,2000000,94000000
1024342.0,32,2000000,64000000
656585.0,41,4000000,164000000
0.0,37,2500000,92500000
159294.46153846153,33,1800000,59400000
150000.0,50,1600000,80000000
234330.0,35,3000000,105000000
106144.0,50,2170000,108500000
288686.0,47,2000000,94000000
816268.0,52,1500000,78000000
358000.0,31,1600000,49600000
254669.0,57,1600000,91200000
1024760.0,70,3000000,210000000
400000.0,27,4300000,116100000
100775.1724137931,38,2200000,83600000
514400.0,31,2000000,62000000
701036.8,51,1920000,97920000
844758.0,55,2400000,132000000
9534.068965517243,34,1700000,57800000
293387.1268674909,22,1600000,35200000
376120.0142452922,31,1624500,50359500
498440.0,44,1600000,70400000
619392.0,58,2860000,165880000
506332.0,53,3200000,169600000
625496.5217391304,40,3000000,120000000
675852.2222222221,29,1500000,43500000
383600.0,41,1500000,61500000
432031.39622641506,39,1600000,62400000
39258.43729481287,25,1800000,45000000
515290.2,54,3000000,162000000
549812.0,40,3000000,120000000
1399200.0,37,3000000,111000000
1474460.0,48,3000000,144000000
576107.0,50,2000000,100000000
704860.0,35,4200000,147000000
247080.0,36,3000000,108000000
611836.0,62,2460000,152520000
86432.0,45,2000000,90000000
142530.78652978243,40,1800000,72000000
324915.8181818182,23,1800000,41400000
368669.6365767878,27,2600000,70200000
455680.0,42,2400000,100800000
221025.10344827586,31,1800000,55800000
1597382.6,22,2200000,48400000
389337.9893152016,33,2718000,89694000
503106.4466188301,24,1699000,40776000
1581108.0,24,4000000,96000000
565711.0028648162,39,2000000,78000000
1571164.0,50,3800000,190000000
826980.0,37,3119000,115403000
368350.0,27,2800000,75600000
618326.0,57,3600000,205200000
5657.04347826087,47,1600000,75200000
448517.0,52,1600000,83200000
300028.0,44,1500000,66000000
287703.6968085107,27,2300000,62100000
299250.0,34,1800000,61200000
912622.0,49,1450000,71050000
740780.0,29,4000000,116000000
248239.61538461535,22,1500000,33000000
216752.6099144798,58,1500000,87000000
651793.098688751,32,1900000,60800000
753590.0,54,6000000,324000000
1082370.0,40,2000000,80000000
392417.9411764706,51,3500000,178500000
406650.71090047393,63,1500000,94500000
590656.0,31,1500000,46500000
417179.0476190476,43,1500000,64500000
718477.1276595745,33,2500000,82500000
1790560.0,32,4200000,134400000
454392.0,26,1800000,46800000
813648.0000000001,55,1600000,88000000
805105.2000000002,28,1500000,42000000
287824.0,28,1500000,42000000
458274.6506024097,49,2800000,137200000
732642.0000000001,57,2900000,165300000
288895.3846153846,50,3000000,150000000
232550.0,31,1800000,55800000
196500.0,45,6000000,270000000
1291218.0,33,2600000,85800000
415030.0,42,2400000,100800000
451511.6491548653,42,1500000,63000000
598209.0,26,2500000,65000000
1008887.1219512195,33,2800000,92400000
1020752.0,34,1680000,57120000
742022.0,45,8000000,360000000
254400.0,55,3500000,192500000
445178.9103690685,22,1500000,33000000
349972.0,60,2200000,132000000
653594.0,58,10531500,610827000
447620.0,63,4000000,252000000
821870.0,61,1500000,91500000
318325.0000000001,42,2300000,96600000
291320.0,57,2100000,119700000
122194.0,63,3000000,189000000
1059396.0,58,2000000,116000000
566773.6128476495,50,1963000,98150000
828020.0,51,1500000,76500000
613966.0,35,3000000,105000000
225570.88082901554,44,1625000,71500000
138075.0,32,3500000,112000000
893629.435897436,48,3800000,182400000
1042076.0,40,1800000,72000000
601450.0,38,2900000,110200000
1010022.0,67,1900000,127300000
273307.0,55,3125000,171875000
613593.0,57,1725000,98325000
305395.71428571426,65,3600000,234000000
117370.0,59,1500000,88500000
878370.0,43,1500000,64500000
515652.22630595893,56,1800000,100800000
372799.65517241386,50,3000000,150000000
505128.0,35,1500000,52500000
309749.3617021277,42,1500000,63000000
1042143.0,42,1600000,67200000
307820.4545454546,52,1500000,78000000
428806.0,49,1500000,73500000
165599.99999999994,50,2500000,125000000
737484.0,41,3500000,143500000
81698.0,33,2765000,91245000
1805390.0,45,7300000,328500000
206708.0,38,1600000,60800000
2955197.0,37,5000000,185000000
552263.0,43,1500000,64500000
952690.0,57,2600000,148200000
339400.0,30,1500000,45000000
561891.0,59,1800000,106200000
1155270.0,35,2000000,70000000
1445275.0,25,6500000,162500000
406075.0,45,2500000,112500000
185572.2,52,1650000,85800000
591521.7391304348,33,1500000,49500000
718480.0,30,1500000,45000000
656338.0000000001,49,2500000,122500000
320950.02513826045,41,1600000,65600000
576010.0,50,3100000,155000000
250107.77777777772,65,5000000,325000000
325066.0,32,1500000,48000000
1202571.2052117265,50,2700000,135000000
2149900.0,29,3100000,89900000
300000.0,35,2300000,80500000
716513.0,29,2200000,63800000
999840.0,40,2500000,100000000
302455.26315789466,38,4000000,152000000
445848.4057450628,59,3256000,192104000
902398.0,34,2500000,85000000
319655.7209302325,52,1800000,93600000
1086144.0,57,7000000,399000000
427132.89601793844,39,2500000,97500000
1150256.0,36,4000000,144000000
468652.0,34,3890000,132260000
341740.97761534946,45,1500000,67500000
214632.89552238808,60,3100000,186000000
793969.4615166474,54,1500000,81000000
377425.5555555556,55,1500000,82500000
612189.0,47,2000000,94000000
283635.6,29,1500000,43500000
1138848.2771731531,60,4682575,280954500
565980.0,29,1600000,46400000
764770.2211597769,52,3219278,167402456
1287922.0,33,5000000,165000000
736772.0,44,2000000,88000000
1049508.0,43,2200000,94600000
1590890.4890829697,59,4340000,256060000
250215.5172413793,34,1500000,51000000
394917.2303736353,43,1500000,64500000
217341.83333333328,37,2800000,103600000
141989.0,25,1600000,40000000
58636.00000000001,27,6000000,162000000
691572.0,52,3800000,197600000
1372899.027027027,36,2800000,100800000
18906.0,31,1800000,55800000
237169.375,46,1550000,71300000
800788.0,50,7000000,350000000
636616.3157894736,28,2000000,56000000
960000.0,62,1500000,93000000
438060.2926829268,42,1800000,75600000
488607.0,63,2500000,157500000
527011.9024390244,54,2800000,151200000
525375.0,40,1800000,72000000
715870.0,38,5350000,203300000
399528.0,30,4200000,126000000
388720.64516129036,23,1500000,34500000
645165.0,48,1500000,72000000
243764.83516483518,37,1500000,55500000
350555.01234567905,58,2350000,136300000
1510552.0000000002,33,3000000,99000000
414685.9354838709,41,1600000,65600000
1263996.0,35,2000000,70000000
632424.4615384615,55,3600000,198000000
829042.0,57,1800000,102600000
1149572.0,50,2400000,120000000
779844.0,42,2000000,84000000
608522.0,35,1624000,56840000
680658.0,63,4000000,252000000
126540.0,58,2800000,162400000
702306.0,24,1500000,36000000
402978.46153846156,48,4000000,192000000
1401852.0,48,5700000,273600000
128853.1661129568,29,2718000,78822000
645600.0,37,2800000,103600000
511468.0,58,1500000,87000000
922850.1502890174,47,1940000,91180000
478821.03703703714,43,2200000,94600000
253296.7339449541,35,1600000,56000000
679051.0,42,1900000,79800000
307623.0,51,1500000,76500000
410180.0,49,2200000,107800000
103790.0,43,3500000,150500000
523370.00000000006,35,1500000,52500000
368610.0,28,1600000,44800000
311042.0,26,1430550,37194300
967166.0,30,2500000,75000000
323354.0,66,1450000,95700000
416554.0,28,1616571,45263988
1048529.0,38,2200000,83600000
745959.3220338983,61,1500000,91500000
90736.0,35,2500000,87500000
199717.9031541537,48,1500000,72000000
830496.0000000001,39,6000000,234000000
236643.00000000003,24,1500000,36000000
214573.70242214532,49,2200000,107800000
180237.88571428566,43,1700000,73100000
907750.0,41,3200000,131200000
644069.0,47,2000000,94000000
402180.3723998877,54,8500000,459000000
610817.294117647,28,1800000,50400000
528077.0,43,5800000,249400000
574719.8988764045,34,4900000,166600000
67881.0,42,1800000,75600000
313418.0,35,1500000,52500000
746900.0,40,2100000,84000000
222988.00000000003,27,1700000,45900000
166760.72482090179,54,1600000,86400000
625300.0,53,1536000,81408000
599761.0606060604,53,1750000,92750000
764504.0,42,1800000,75600000
438462.0,55,3120336,171618480
161120.0,34,2400000,81600000
422484.8484848485,33,2000000,66000000
865431.9999999999,43,3000000,129000000
310204.0,46,3800000,174800000
1065358.0,32,1800000,57600000
430313.6842105264,62,2600000,161200000
446065.0,52,2500000,130000000
277496.0,31,1447000,44857000
875235.7697422039,26,3700000,96200000
1049811.3475177304,40,10000000,400000000
130435.838150289,29,1578000,45762000
752758.0,58,2800000,162400000
655417.2765957447,25,1700000,42500000
575413.125,28,2100000,58800000
170467.49450549448,54,1570000,84780000
433467.0,28,1500000,42000000
639745.0,33,2000000,66000000
1976758.0,52,3200000,166400000
339034.7660261112,30,3200000,96000000
1018866.0,35,1500000,52500000
214143.75,30,1800000,54000000
975382.0,58,1500000,87000000
264403.89473684214,35,2700000,94500000
548043.161094225,63,11400000,718200000
500438.0,28,6000000,168000000
561801.2631578947,34,2200000,74800000
1059600.0,31,2000000,62000000
537140.0,58,3000000,174000000
419260.0,45,12000000,540000000
485162.0,36,2000000,72000000
216225.6,25,4000000,100000000
309230.0,47,3400000,159800000
353541.4285714285,30,2500000,75000000
1446146.0,46,3000000,138000000
592100.9529481834,22,2000000,44000000
367554.0,30,1500000,45000000
768926.0,37,1600000,59200000
1499375.0,58,9000000,522000000
187691.0,51,1490000,75990000
386877.0590339893,34,1836000,62424000
368449.9411764706,48,2100000,100800000
439399.58823529404,45,1900000,85500000
266007.76470588235,26,1420000,36920000
614211.6,24,1500000,36000000
1956685.6363636362,46,4800000,220800000
1118253.0,25,2000000,50000000
417154.27027027024,26,1700000,44200000
719340.0,57,2917000,166269000
1666533.0,40,2500000,100000000
178181.22448979595,55,2000000,110000000
136843.04347826086,52,3600000,187200000
628949.0,35,1600000,56000000
624495.9867460798,59,1523258,89872222
113396.0,63,1500000,94500000
483384.0,48,1500000,72000000
1288892.0,57,2155000,122835000
589828.0,52,3500000,182000000
722766.6666666667,48,1500000,72000000
466753.6,41,1600000,65600000
163372.0,58,1960000,113680000
1129425.0,47,1800000,84600000
279260.0,37,2120000,78440000
1101509.0,27,2000000,54000000
343093.92,43,3600000,154800000
1640364.0,57,3176000,181032000
943982.0,26,1500000,39000000
161430.01522070015,43,1600000,68800000
1110432.0,27,2580000,69660000
236862.5806451613,22,1500000,33000000
1813131.6923076925,38,3000000,114000000
629330.0,57,1500000,85500000
718234.0,55,8500000,467500000
295935.0785340314,22,1680000,36960000
316443.07692307694,55,3200000,176000000
475293.0,41,2200000,90200000
323517.6470588235,56,2400000,134400000
448507.2857142857,23,1800000,41400000
942946.2982273202,49,3100000,151900000
407844.00000000006,25,1500000,37500000
199550.0,54,1500000,81000000
486923.4022988505,37,1850000,68450000
93946.95434993756,35,4200000,147000000
432868.0,34,3900000,132600000
132680.0,35,1600000,56000000
284107.0,52,3000000,156000000
779565.6019656019,47,2600000,122200000
321507.0,23,1800000,41400000
696425.0,55,1800000,99000000
758166.0,27,13000000,351000000
957527.0,49,2500000,122500000
513569.0,52,2200000,114400000
816943.0769230769,26,2000000,52000000
0.0,58,6256000,362848000
1028000.0,42,2400000,100800000
703148.0,28,1700000,47600000
924278.0,42,1500000,63000000
529904.0,23,1500000,34500000
418581.8405797101,43,2280000,98040000
705940.0,26,1800000,46800000
240966.66666666663,37,2000000,74000000
621010.0,36,1600000,57600000
2167624.0,35,5000000,175000000
885238.0,30,2500000,75000000
740000.0,39,1500000,58500000
17762.0,46,5000000,230000000
801000.5925925927,20,1900000,38000000
249738.0,63,2500000,157500000
1268949.8571428573,31,4500000,139500000
825907.0,54,3100000,167400000
429867.3097345132,56,3700000,207200000
430974.0,50,1800000,90000000
185324.0,29,2100000,60900000
229060.8880616857,23,1500000,34500000
382749.2307692308,49,3500000,171500000
522001.0550332371,38,4351800,165368400
819406.0,28,5000000,140000000
525220.1818181818,43,2100000,90300000
280595.8695652173,49,1500000,73500000
845504.0,37,1600000,59200000
931733.0,29,1909600,55378400
1165704.7228268469,56,4793000,268408000
2108498.0,54,8384392,452757168
1513300.0,52,6700000,348400000
638003.0,51,15000000,765000000
427301.6085790885,26,1500000,39000000
916707.2727272728,28,2000000,56000000
305440.0,26,1500000,39000000
1034014.0,38,2500000,95000000
448983.6428571429,26,3600000,93600000
641442.0,45,3000000,135000000
686950.0,30,1500000,45000000
517156.0,36,1900000,68400000
394551.9654030181,34,3334000,113356000
455844.4,36,2200000,79200000
978574.0,41,2900000,118900000
48183.70731707317,59,3120000,184080000
140007.42857142855,39,2000000,78000000
766860.0,61,2700000,164700000
870804.0,52,1900000,98800000
757573.2876712328,54,4100000,221400000
248464.0,56,1800000,100800000
461779.0769230769,57,8000000,456000000
648600.0,59,1700000,100300000
536177.0,63,2100000,132300000
116222.95081967213,36,4800000,172800000
633010.843373494,52,1500000,78000000
861264.0,39,1900000,74100000
208662.58823529413,37,2400000,88800000
1042209.4444444444,40,2500000,100000000
268345.1237250074,29,1900000,55100000
441024.0,41,2080000,85280000
707102.0,46,1500000,69000000
1033810.0,57,3100000,176700000
692106.0,39,1800000,70200000
992836.9736842107,54,1500000,81000000
433248.0,39,1852000,72228000
590453.6470588235,33,2900000,95700000
161220.0,39,2500000,97500000
50816.50793650794,38,2200000,83600000
255361.6310719723,58,11800000,684400000
155920.0,36,2000000,72000000
181258.0,58,3500000,203000000
404366.44444444455,30,1900000,57000000
801999.9999999999,50,2300000,115000000
544174.0,23,1500000,34500000
692076.0,56,2000000,112000000
50290.0,35,2400000,84000000
538404.9777777777,41,3200000,131200000
408098.0,47,1800000,84600000
467306.0,56,1800000,100800000
1171392.0,42,2700000,113400000
484638.0,62,2100000,130200000
142233.45588235295,50,2500000,125000000
805026.0000000001,24,1500000,36000000
817946.0000000001,50,1600000,80000000
806138.0,41,1800000,73800000
282477.0925110132,47,1500000,70500000
1298052.0,26,2300000,59800000
170956.0,29,1600000,46400000
384654.0,39,2000000,78000000
865198.0,53,1600000,84800000
809430.0,47,2155000,101285000
585854.0,47,2500000,117500000
488854.0,35,4000000,140000000
574960.0,53,3100000,164300000
845200.0,32,1500000,48000000
14766.0,54,2170000,117180000
570758.0,56,4000000,224000000
725488.5483870967,49,1800000,88200000
672161.8867924529,38,3000000,114000000
733432.0,48,1800000,86400000
730704.0,57,2200000,125400000
654574.6465888136,27,2100000,56700000
240810.56603773587,34,2800000,95200000
1071702.5,37,2200000,81400000
419253.0,60,3100000,186000000
505406.0,34,1750000,59500000
518920.0,58,1685000,97730000
626599.0,52,2400000,124800000
1200000.0,50,2000000,100000000
760329.0,50,3400000,170000000
211624.0,32,3200000,102400000
556174.2857142857,36,1476000,53136000
598986.0,21,1600000,33600000
200000.0,37,3000000,111000000
413247.9791466272,29,1800000,52200000
838072.5,35,2500000,87500000
556326.972972973,23,1800000,41400000
907460.0,29,1710000,49590000
222108.8548601864,48,5000000,240000000
897605.991054783,35,1800000,63000000
1255083.1304347822,59,3000000,177000000
602562.0,37,2220000,82140000
749743.5723951284,30,1500000,45000000
368639.03581385367,50,1642000,82100000
477913.0,54,6000000,324000000
506598.0,33,1700000,56100000
493701.0,42,2200000,92400000
275304.6808510639,26,2000000,52000000
194059.0909090909,29,3000000,87000000
579446.0,41,2700000,110700000
